Time,Arb
'0:1:20.45,682
'0:1:20.5,693
'0:1:20.55,707
'0:1:20.6,726
'0:1:20.65,744
'0:1:20.7,766
'0:1:20.75,787
'0:1:20.8,813
'0:1:20.85,835
'0:1:20.9,858
'0:1:20.95,878
'0:1:21.0,892
'0:1:21.05,895
'0:1:21.1,899
'0:1:21.15,906
'0:1:21.2,914
'0:1:21.25,925
'0:1:21.3,938
'0:1:21.35,949
'0:1:21.4,960
'0:1:21.45,969
'0:1:21.5,979
'0:1:21.55,991
'0:1:21.6,1003
'0:1:21.65,1012
'0:1:21.7,1022
'0:1:21.75,1031
'0:1:21.8,1039
'0:1:21.85,1044
'0:1:21.9,1048
'0:1:21.95,1051
'0:1:22.0,1054
'0:1:22.05,1052
'0:1:22.1,1051
'0:1:22.15,1061
'0:1:22.2,1077
'0:1:22.25,1091
'0:1:22.3,1104
'0:1:22.35,1110
'0:1:22.4,1112
'0:1:22.45,1107
'0:1:22.5,1096
'0:1:22.55,1085
'0:1:22.6,1075
'0:1:22.65,1067
'0:1:22.7,1057
'0:1:22.75,1047
'0:1:22.8,1037
'0:1:22.85,1027
'0:1:22.9,1012
'0:1:22.95,997
'0:1:23.0,975
'0:1:23.05,948
'0:1:23.1,917
'0:1:23.15,898
'0:1:23.2,883
'0:1:23.25,874
'0:1:23.3,866
'0:1:23.35,857
'0:1:23.4,849
'0:1:23.45,841
'0:1:23.5,833
'0:1:23.55,827
'0:1:23.6,820
'0:1:23.65,814
'0:1:23.7,806
'0:1:23.75,799
'0:1:23.8,792
'0:1:23.85,787
'0:1:23.9,782
'0:1:23.95,774
'0:1:24.0,767
'0:1:24.05,760
'0:1:24.1,743
'0:1:24.15,728
'0:1:24.2,718
'0:1:24.25,716
'0:1:24.3,718
'0:1:24.35,719
'0:1:24.4,718
'0:1:24.45,716
'0:1:24.5,713
'0:1:24.55,710
'0:1:24.6,706
'0:1:24.65,703
'0:1:24.7,699
'0:1:24.75,697
'0:1:24.8,695
'0:1:24.85,693
'0:1:24.9,691
'0:1:24.95,688
'0:1:25.0,685
'0:1:25.05,683
'0:1:25.1,679
'0:1:25.15,668
'0:1:25.2,658
'0:1:25.25,656
'0:1:25.3,663
'0:1:25.35,679
'0:1:25.4,698
'0:1:25.45,717
'0:1:25.5,739
'0:1:25.55,760
'0:1:25.6,782
'0:1:25.65,803
'0:1:25.7,826
'0:1:25.75,848
'0:1:25.8,868
'0:1:25.85,885
'0:1:25.9,903
'0:1:25.95,917
'0:1:26.0,933
'0:1:26.05,948
'0:1:26.1,962
'0:1:26.15,968
'0:1:26.2,968
'0:1:26.25,969
'0:1:26.3,975
'0:1:26.35,982
'0:1:26.4,986
'0:1:26.45,982
'0:1:26.5,983
'0:1:26.55,993
'0:1:26.6,1002
'0:1:26.65,1011
'0:1:26.7,1022
'0:1:26.75,1032
'0:1:26.8,1044
'0:1:26.85,1055
'0:1:26.9,1065
'0:1:26.95,1076
'0:1:27.0,1088
'0:1:27.05,1097
'0:1:27.1,1104
'0:1:27.15,1104
'0:1:27.2,1094
'0:1:27.25,1075
'0:1:27.3,1052
'0:1:27.35,1034
'0:1:27.4,1017
'0:1:27.45,1002
'0:1:27.5,985
'0:1:27.55,974
'0:1:27.6,959
'0:1:27.65,943
'0:1:27.7,930
'0:1:27.75,922
'0:1:27.8,913
'0:1:27.85,904
'0:1:27.9,896
'0:1:27.95,889
'0:1:28.0,878
'0:1:28.05,867
'0:1:28.1,855
'0:1:28.15,845
'0:1:28.2,832
'0:1:28.25,811
'0:1:28.3,792
'0:1:28.35,784
'0:1:28.4,782
'0:1:28.45,782
'0:1:28.5,781
'0:1:28.55,777
'0:1:28.6,772
'0:1:28.65,766
'0:1:28.7,759
'0:1:28.75,751
'0:1:28.8,743
'0:1:28.85,739
'0:1:28.9,735
'0:1:28.95,730
'0:1:29.0,727
'0:1:29.05,724
'0:1:29.1,720
'0:1:29.15,715
'0:1:29.2,710
'0:1:29.25,703
'0:1:29.3,688
'0:1:29.35,677
'0:1:29.4,674
'0:1:29.45,676
'0:1:29.5,681
'0:1:29.55,684
'0:1:29.6,687
'0:1:29.65,688
'0:1:29.7,689
'0:1:29.75,690
'0:1:29.8,689
'0:1:29.85,691
'0:1:29.9,695
'0:1:29.95,702
'0:1:30.0,716
'0:1:30.05,731
'0:1:30.1,749
'0:1:30.15,767
'0:1:30.2,785
'0:1:30.25,800
'0:1:30.3,810
'0:1:30.35,809
'0:1:30.4,808
'0:1:30.45,817
'0:1:30.5,835
'0:1:30.55,855
'0:1:30.6,870
'0:1:30.65,882
'0:1:30.7,897
'0:1:30.75,909
'0:1:30.8,922
'0:1:30.85,934
'0:1:30.9,947
'0:1:30.95,961
'0:1:31.0,979
'0:1:31.05,999
'0:1:31.1,1016
'0:1:31.15,1027
'0:1:31.2,1036
'0:1:31.25,1044
'0:1:31.3,1049
'0:1:31.35,1050
'0:1:31.4,1046
'0:1:31.45,1042
'0:1:31.5,1044
'0:1:31.55,1051
'0:1:31.6,1061
'0:1:31.65,1069
'0:1:31.7,1076
'0:1:31.75,1084
'0:1:31.8,1087
'0:1:31.85,1084
'0:1:31.9,1074
'0:1:31.95,1062
'0:1:32.0,1049
'0:1:32.05,1038
'0:1:32.1,1026
'0:1:32.15,1014
'0:1:32.2,999
'0:1:32.25,983
'0:1:32.3,966
'0:1:32.35,950
'0:1:32.4,928
'0:1:32.45,901
'0:1:32.5,877
'0:1:32.55,863
'0:1:32.6,855
'0:1:32.65,851
'0:1:32.7,844
'0:1:32.75,838
'0:1:32.8,831
'0:1:32.85,825
'0:1:32.9,821
'0:1:32.95,819
'0:1:33.0,815
'0:1:33.05,811
'0:1:33.1,805
'0:1:33.15,799
'0:1:33.2,791
'0:1:33.25,783
'0:1:33.3,775
'0:1:33.35,771
'0:1:33.4,767
'0:1:33.45,754
'0:1:33.5,734
'0:1:33.55,722
'0:1:33.6,715
'0:1:33.65,714
'0:1:33.7,714
'0:1:33.75,713
'0:1:33.8,710
'0:1:33.85,706
'0:1:33.9,702
'0:1:33.95,699
'0:1:34.0,695
'0:1:34.05,692
'0:1:34.1,689
'0:1:34.15,687
'0:1:34.2,684
'0:1:34.25,682
'0:1:34.3,681
'0:1:34.35,679
'0:1:34.4,681
'0:1:34.45,686
'0:1:34.5,688
'0:1:34.55,691
'0:1:34.6,703
'0:1:34.65,722
'0:1:34.7,747
'0:1:34.75,768
'0:1:34.8,790
'0:1:34.85,811
'0:1:34.9,830
'0:1:34.95,845
'0:1:35.0,860
'0:1:35.05,873
'0:1:35.1,887
'0:1:35.15,900
'0:1:35.2,915
'0:1:35.25,930
'0:1:35.3,945
'0:1:35.35,958
'0:1:35.4,971
'0:1:35.45,981
'0:1:35.5,982
'0:1:35.55,978
'0:1:35.6,978
'0:1:35.65,985
'0:1:35.7,998
'0:1:35.75,1010
'0:1:35.8,1019
'0:1:35.85,1028
'0:1:35.9,1038
'0:1:35.95,1045
'0:1:36.0,1054
'0:1:36.05,1062
'0:1:36.1,1074
'0:1:36.15,1085
'0:1:36.2,1096
'0:1:36.25,1105
'0:1:36.3,1113
'0:1:36.35,1115
'0:1:36.4,1109
'0:1:36.45,1095
'0:1:36.5,1074
'0:1:36.55,1058
'0:1:36.6,1049
'0:1:36.65,1043
'0:1:36.7,1040
'0:1:36.75,1038
'0:1:36.8,1029
'0:1:36.85,1018
'0:1:36.9,1005
'0:1:36.95,996
'0:1:37.0,988
'0:1:37.05,979
'0:1:37.1,973
'0:1:37.15,971
'0:1:37.2,970
'0:1:37.25,965
'0:1:37.3,954
'0:1:37.35,940
'0:1:37.4,924
'0:1:37.45,908
'0:1:37.5,886
'0:1:37.55,865
'0:1:37.6,849
'0:1:37.65,837
'0:1:37.7,826
'0:1:37.75,818
'0:1:37.8,811
'0:1:37.85,805
'0:1:37.9,795
'0:1:37.95,785
'0:1:38.0,775
'0:1:38.05,768
'0:1:38.1,761
'0:1:38.15,754
'0:1:38.2,748
'0:1:38.25,745
'0:1:38.3,740
'0:1:38.35,733
'0:1:38.4,725
'0:1:38.45,716
'0:1:38.5,699
'0:1:38.55,683
'0:1:38.6,672
'0:1:38.65,667
'0:1:38.7,665
'0:1:38.75,664
'0:1:38.8,664
'0:1:38.85,663
'0:1:38.9,663
'0:1:38.95,665
'0:1:39.0,671
'0:1:39.05,682
'0:1:39.1,699
'0:1:39.15,716
'0:1:39.2,734
'0:1:39.25,750
'0:1:39.3,768
'0:1:39.35,785
'0:1:39.4,803
'0:1:39.45,818
'0:1:39.5,830
'0:1:39.55,835
'0:1:39.6,842
'0:1:39.65,853
'0:1:39.7,870
'0:1:39.75,890
'0:1:39.8,908
'0:1:39.85,921
'0:1:39.9,935
'0:1:39.95,948
'0:1:40.0,964
'0:1:40.05,978
'0:1:40.1,992
'0:1:40.15,1005
'0:1:40.2,1019
'0:1:40.25,1031
'0:1:40.3,1044
'0:1:40.35,1056
'0:1:40.4,1066
'0:1:40.45,1074
'0:1:40.5,1082
'0:1:40.55,1083
'0:1:40.6,1076
'0:1:40.65,1072
'0:1:40.7,1076
'0:1:40.75,1086
'0:1:40.8,1100
'0:1:40.85,1110
'0:1:40.9,1119
'0:1:40.95,1130
'0:1:41.0,1139
'0:1:41.05,1143
'0:1:41.1,1144
'0:1:41.15,1138
'0:1:41.2,1127
'0:1:41.25,1118
'0:1:41.3,1114
'0:1:41.35,1114
'0:1:41.4,1114
'0:1:41.45,1107
'0:1:41.5,1093
'0:1:41.55,1077
'0:1:41.6,1053
'0:1:41.65,1026
'0:1:41.7,1002
'0:1:41.75,984
'0:1:41.8,973
'0:1:41.85,967
'0:1:41.9,957
'0:1:41.95,951
'0:1:42.0,951
'0:1:42.05,956
'0:1:42.1,958
'0:1:42.15,952
'0:1:42.2,942
'0:1:42.25,934
'0:1:42.3,931
'0:1:42.35,932
'0:1:42.4,931
'0:1:42.45,923
'0:1:42.5,911
'0:1:42.55,899
'0:1:42.6,883
'0:1:42.65,861
'0:1:42.7,837
'0:1:42.75,820
'0:1:42.8,803
'0:1:42.85,793
'0:1:42.9,786
'0:1:42.95,778
'0:1:43.0,768
'0:1:43.05,759
'0:1:43.1,748
'0:1:43.15,740
'0:1:43.2,730
'0:1:43.25,723
'0:1:43.3,715
'0:1:43.35,710
'0:1:43.4,710
'0:1:43.45,718
'0:1:43.5,730
'0:1:43.55,742
'0:1:43.6,757
'0:1:43.65,771
'0:1:43.7,781
'0:1:43.75,782
'0:1:43.8,786
'0:1:43.85,796
'0:1:43.9,813
'0:1:43.95,833
'0:1:44.0,852
'0:1:44.05,867
'0:1:44.1,885
'0:1:44.15,899
'0:1:44.2,913
'0:1:44.25,927
'0:1:44.3,944
'0:1:44.35,959
'0:1:44.4,976
'0:1:44.45,992
'0:1:44.5,1006
'0:1:44.55,1018
'0:1:44.6,1028
'0:1:44.65,1035
'0:1:44.7,1041
'0:1:44.75,1039
'0:1:44.8,1032
'0:1:44.85,1029
'0:1:44.9,1032
'0:1:44.95,1039
'0:1:45.0,1048
'0:1:45.05,1054
'0:1:45.1,1060
'0:1:45.15,1068
'0:1:45.2,1080
'0:1:45.25,1092
'0:1:45.3,1106
'0:1:45.35,1118
'0:1:45.4,1129
'0:1:45.45,1138
'0:1:45.5,1142
'0:1:45.55,1138
'0:1:45.6,1124
'0:1:45.65,1109
'0:1:45.7,1091
'0:1:45.75,1067
'0:1:45.8,1035
'0:1:45.85,1010
'0:1:45.9,990
'0:1:45.95,978
'0:1:46.0,966
'0:1:46.05,953
'0:1:46.1,938
'0:1:46.15,924
'0:1:46.2,910
'0:1:46.25,898
'0:1:46.3,885
'0:1:46.35,873
'0:1:46.4,860
'0:1:46.45,851
'0:1:46.5,844
'0:1:46.55,836
'0:1:46.6,824
'0:1:46.65,813
'0:1:46.7,797
'0:1:46.75,775
'0:1:46.8,754
'0:1:46.85,742
'0:1:46.9,737
'0:1:46.95,736
'0:1:47.0,733
'0:1:47.05,728
'0:1:47.1,722
'0:1:47.15,716
'0:1:47.2,709
'0:1:47.25,703
'0:1:47.3,697
'0:1:47.35,692
'0:1:47.4,687
'0:1:47.45,683
'0:1:47.5,681
'0:1:47.55,677
'0:1:47.6,673
'0:1:47.65,667
'0:1:47.7,659
'0:1:47.75,659
'0:1:47.8,672
'0:1:47.85,693
'0:1:47.9,719
'0:1:47.95,740
'0:1:48.0,761
'0:1:48.05,781
'0:1:48.1,800
'0:1:48.15,816
'0:1:48.2,833
'0:1:48.25,848
'0:1:48.3,865
'0:1:48.35,880
'0:1:48.4,894
'0:1:48.45,905
'0:1:48.5,914
'0:1:48.55,920
'0:1:48.6,926
'0:1:48.65,926
'0:1:48.7,923
'0:1:48.75,924
'0:1:48.8,932
'0:1:48.85,944
'0:1:48.9,955
'0:1:48.95,960
'0:1:49.0,965
'0:1:49.05,970
'0:1:49.1,978
'0:1:49.15,987
'0:1:49.2,998
'0:1:49.25,1008
'0:1:49.3,1021
'0:1:49.35,1034
'0:1:49.4,1047
'0:1:49.45,1057
'0:1:49.5,1069
'0:1:49.55,1076
'0:1:49.6,1075
'0:1:49.65,1072
'0:1:49.7,1072
'0:1:49.75,1075
'0:1:49.8,1084
'0:1:49.85,1092
'0:1:49.9,1090
'0:1:49.95,1081
'0:1:50.0,1069
'0:1:50.05,1058
'0:1:50.1,1046
'0:1:50.15,1032
'0:1:50.2,1019
'0:1:50.25,1008
'0:1:50.3,996
'0:1:50.35,986
'0:1:50.4,974
'0:1:50.45,962
'0:1:50.5,949
'0:1:50.55,932
'0:1:50.6,906
'0:1:50.65,889
'0:1:50.7,876
'0:1:50.75,868
'0:1:50.8,864
'0:1:50.85,859
'0:1:50.9,852
'0:1:50.95,846
'0:1:51.0,838
'0:1:51.05,832
'0:1:51.1,826
'0:1:51.15,821
'0:1:51.2,815
'0:1:51.25,808
'0:1:51.3,802
'0:1:51.35,797
'0:1:51.4,789
'0:1:51.45,779
'0:1:51.5,771
'0:1:51.55,757
'0:1:51.6,735
'0:1:51.65,719
'0:1:51.7,708
'0:1:51.75,704
'0:1:51.8,702
'0:1:51.85,700
'0:1:51.9,697
'0:1:51.95,694
'0:1:52.0,691
'0:1:52.05,689
'0:1:52.1,686
'0:1:52.15,683
'0:1:52.2,683
'0:1:52.25,688
'0:1:52.3,701
'0:1:52.35,719
'0:1:52.4,738
'0:1:52.45,754
'0:1:52.5,773
'0:1:52.55,782
'0:1:52.6,784
'0:1:52.65,790
'0:1:52.7,802
'0:1:52.75,819
'0:1:52.8,837
'0:1:52.85,850
'0:1:52.9,864
'0:1:52.95,876
'0:1:53.0,887
'0:1:53.05,899
'0:1:53.1,914
'0:1:53.15,928
'0:1:53.2,941
'0:1:53.25,953
'0:1:53.3,965
'0:1:53.35,976
'0:1:53.4,986
'0:1:53.45,994
'0:1:53.5,1001
'0:1:53.55,1003
'0:1:53.6,997
'0:1:53.65,995
'0:1:53.7,999
'0:1:53.75,1008
'0:1:53.8,1021
'0:1:53.85,1031
'0:1:53.9,1039
'0:1:53.95,1045
'0:1:54.0,1051
'0:1:54.05,1058
'0:1:54.1,1069
'0:1:54.15,1082
'0:1:54.2,1095
'0:1:54.25,1106
'0:1:54.3,1119
'0:1:54.35,1130
'0:1:54.4,1138
'0:1:54.45,1140
'0:1:54.5,1131
'0:1:54.55,1109
'0:1:54.6,1079
'0:1:54.65,1053
'0:1:54.7,1030
'0:1:54.75,1017
'0:1:54.8,1009
'0:1:54.85,999
'0:1:54.9,988
'0:1:54.95,977
'0:1:55.0,963
'0:1:55.05,952
'0:1:55.1,938
'0:1:55.15,927
'0:1:55.2,917
'0:1:55.25,910
'0:1:55.3,902
'0:1:55.35,894
'0:1:55.4,883
'0:1:55.45,873
'0:1:55.5,859
'0:1:55.55,837
'0:1:55.6,816
'0:1:55.65,804
'0:1:55.7,799
'0:1:55.75,798
'0:1:55.8,794
'0:1:55.85,789
'0:1:55.9,784
'0:1:55.95,778
'0:1:56.0,771
'0:1:56.05,764
'0:1:56.1,757
'0:1:56.15,750
'0:1:56.2,743
'0:1:56.25,738
'0:1:56.3,733
'0:1:56.35,725
'0:1:56.4,717
'0:1:56.45,709
'0:1:56.5,694
'0:1:56.55,678
'0:1:56.6,667
'0:1:56.65,663
'0:1:56.7,663
'0:1:56.75,663
'0:1:56.8,663
'0:1:56.85,663
'0:1:56.9,664
'0:1:56.95,664
'0:1:57.0,669
'0:1:57.05,679
'0:1:57.1,695
'0:1:57.15,713
'0:1:57.2,733
'0:1:57.25,751
'0:1:57.3,770
'0:1:57.35,787
'0:1:57.4,803
'0:1:57.45,809
'0:1:57.5,810
'0:1:57.55,818
'0:1:57.6,831
'0:1:57.65,848
'0:1:57.7,865
'0:1:57.75,877
'0:1:57.8,891
'0:1:57.85,903
'0:1:57.9,916
'0:1:57.95,929
'0:1:58.0,943
'0:1:58.05,957
'0:1:58.1,970
'0:1:58.15,982
'0:1:58.2,994
'0:1:58.25,1004
'0:1:58.3,1014
'0:1:58.35,1023
'0:1:58.4,1028
'0:1:58.45,1027
'0:1:58.5,1026
'0:1:58.55,1029
'0:1:58.6,1036
'0:1:58.65,1043
'0:1:58.7,1049
'0:1:58.75,1055
'0:1:58.8,1059
'0:1:58.85,1058
'0:1:58.9,1049
'0:1:58.95,1037
'0:1:59.0,1024
'0:1:59.05,1014
'0:1:59.1,1003
'0:1:59.15,994
'0:1:59.2,983
'0:1:59.25,967
'0:1:59.3,951
'0:1:59.35,934
'0:1:59.4,906
'0:1:59.45,882
'0:1:59.5,864
'0:1:59.55,854
'0:1:59.6,849
'0:1:59.65,844
'0:1:59.7,838
'0:1:59.75,832
'0:1:59.8,825
'0:1:59.85,820
'0:1:59.9,814
'0:1:59.95,807
'0:1:60.0,800